address,bonded,city,country,delegated,details,email,grade,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f995a30a29b3c870e4883,https://icon.foundation/prep/details.json,hello@icon.foundation,0,14000.0,19566264,61150520,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,40000000.0,0,50513394,50353968,https://icon.foundation,38200886.19143334,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0xf4e16793e734e9230000,San Francisco,USA,0x1445f33f41983823b267ef,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,14000.0,19378303,61129113,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,23128308.056,0,50605110,50499869,https://lydialabs.xyz,24508846.796512164,1156415.4028,main,2
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0x105a21a2691b1ed022a119,https://grow3.io/prep/details.json,support@grow3.io,0,10000.0,37596324,61153164,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,20180687.214,0,21736777,21714518,https://grow3.io,19768446.542761695,1009034.3607,main,3
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0x108d59e031c5500dc5f03e,https://binance.com/json,poolvip@binance.com,0,0.0,44121916,61154591,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,20000000.2,0,16339630,16327835,https://binance.com,20010324.703051534,1000000.01,main,4
hx3c58970034d5a923aa95058365450feed28979a2,0xf0235b9605d26e928000,Sydney,AUS,0xe4f721bfd8f74eea7de48,https://gangstabet.io/details.json,hodl@gangstabet.io,0,10000.0,41610399,61152904,GangstaBet,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,18434153.563901853,0,17595524,17549725,https://gangstabet.io/,17300133.372501854,1134020.1914,main,5
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,0xe2ba50668dae40868000,Kyiv,UKR,0xe356d60fb6717bbae0778,https://everstake.one/icon.json,inbox@everstake.one,0,14000.0,20174244,61154574,Everstake,hx3e9deb93255877805d8d81681b41bd2c14d65d0b,95.217.41.106:7100,0,18247956.29459353,0,47520309,47438863,https://everstake.one,17177264.581593532,1070691.713,main,6
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xd3c21bcecceda1000000,Seoul,KOR,0xbfec9e5fab6aa384cbc5e,https://static-data.iconloop.com/details.json,hello@iconloop.com,0,0.0,55909916,61154591,ICONLOOP,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,15501389.469727248,0,5134136,5129213,https://www.iconloop.com,14501389.469727248,1000000.0,main,7
hx28c08b299995a88756af64374e13db2240bc3142,0x96592d57f2c76fc00000,Dunedin,NZL,0xbc0c73bc0958271a52f77,https://parrot9.com/PARROT91.json,hello@parrot9.com,0,14000.0,19769751,61154575,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,155.138.134.222:7100,0,14200000.0,0,38266750,38195543,https://parrot9.com,14208553.588148192,710000.0,main,8
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0x88dd22d102b3be784000,Singapore,SGP,0xcbb6b942ca61d563d032d,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,14000.0,20252122,61153513,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,12926421.618,0,47557141,47514738,https://twitter.com/icondao,15392176.846379522,646321.0809,main,9
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0x7c1349a7a02444be8000,Sydney,AUS,0xcd0926d97631244a0fb7d,https://iconosphere.io/details.json,prep@iconosphere.io,0,13998.0,19955991,61153472,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,11718584.788,0,46131839,46038946,https://iconosphere.io,15492063.1853366,585929.2394,main,10
hxca60d4371ad90d624dc7119f81009d799c168aa1,0x7e03a4d9b68bc42d8000,Sydney,AUS,0x8dcdfcf682639f5c5f224,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,11200.0,27228224,61152904,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,11309541.148114186,0,8586636,8546628,https://www.devshack.team,10714455.752314186,595085.3958,main,11
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,0x7036937f16b6aaa24000,New York,USA,0xa5b7eff3b9d6e3c8cb0e6,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-am/details.json,ICON.A.M@protonmail.com,0,50000.0,15285332,61145433,ICON Asset Management,hxd4382eb39497d2a3c924267d18908fd32e1f8c8f,95.179.134.53:7100,0,10598235.97,0,28817270,28791133,https://myicon.finance,12521336.227307318,529911.7985,main,12
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,0x5be72fe899736b400000,Tallinn,EST,0xb9516155d328b37e31396,https://stakin-data.s3.eu-west-2.amazonaws.com/icon/icon.json,hello@stakin.com,0,13600.0,19705316,61151978,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,3.8.92.147:7100,0,8680000.0,0,46128128,46061468,https://stakin.com/,14002223.989520341,434000.0,main,13
hxe4c008b838e8a9a7c065f20f393974de4c86f917,0x594cc618697bdc618000,Wollongong,AUS,0x5dadc5d14bd47ea2afbdb,https://faucet.reliantnode.com/static/details.json,team@reliantnode.com,0,14000.0,19688103,61153543,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,185.172.110.74:7100,0,7499876.826028806,0,44356495,44040435,https://www.reliantnode.com,7078169.982228806,421706.8438,main,14
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,0x43c33c19375648000000,San Francisco,USA,0x6e8acbe41ce8c52e7611a,https://icon-staking-details.s3.us-west-2.amazonaws.com/sudoblock/details.json,info@sudoblock.io,0,14000.0,20429496,61153164,sudoblock,hx671f20ea01826591ed09988bd0229e3008f4fa47,139.180.142.57:7100,0,6400000.0,0,30630846,30472785,https://github.com/sudoblockio,8352330.491160054,320000.0,main,15
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,0x4c0a1ceeea301c008000,Paris,FRA,0x4ec240af825e03d92daa3,https://iconation.team/prep_mainnet.json,iconation.team@gmail.com,0,14000.0,19794346,61154568,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,52.47.90.20:7100,0,6309933.046625786,0,50764124,50723764,https://iconation.team,5950846.641625786,359086.405,main,16
hx0a72c03881451a6270d4895f756085470fc311e4,0x3b7aa4cb876235880000,Manila,PHL,0x4f2de2e43bcd74fdcfa9c,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-pinas/details.json,iconpilipinas@gmail.com,0,14000.0,19653141,61153164,ICON Pinas (Pilipinas),hx9b211794b5e942c7acc7dccca84d39f617c8e0dd,139.180.138.203:7100,0,5617640.0,0,26872588,26832740,https://www.iconpinas.com/,5982614.4782131165,280882.0,main,17
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,0x39de03ef857b6ce9c000,Maribor,SVN,0x451f1710b1cb3c18e2859,https://protokol7.com/icon/mainnet-config.json,info@protokol7.com,0,10000.0,39619156,61154577,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,18.135.219.85:7100,0,5465407.006,0,21167748,21156596,https://protokol7.com/icon,5222668.774528631,273270.3503,main,18
hx6f89b2c25c15f6294c79810221753131067ed3f8,0x38ddd52249f84bac8000,Paris,FRA,0x4107494fb780e98599d72,https://sharpn.tech/cdn/prepsdetailsv5.json,hello@staky.io,0,14000.0,20132195,61141994,Staky.io (ex Sharpn),hx6f89b2c25c15f6294c79810221753131067ed3f8,167.71.4.34:7100,0,5181956.311203122,0,36326030,36068566,https://staky.io,4913411.699803122,268544.6114,main,19
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,0x362f8cb58274eda78000,Seoul,KOR,0x5a6b69060be9a63ebb619,http://icon.plan-p.io/config_mainnet.json,master@plan-p.io,0,45845.248381294026,14801418,61153388,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,15.164.138.240:7100,0,5117698.524,0,7567580,7516276,http://plan-p.io,6831909.645175632,255884.9262,main,20
hx31c429608c74501de13df5fea30bf1674460be50,0x2d3a6255ded3fd97c000,Banglore,IND,0x3857189aa9efe26c57eeb,https://icon-staking-details.s3.us-west-2.amazonaws.com/hugobyte/details.json,contact@hugobyte.com,0,10000.0,36747915,61153164,Hugobyte,hx56db2dfd4922817ac9a6543d0eabcced433b44ce,45.76.182.241:7100,0,4271669.774,0,5026134,5002998,https://hugobyte.com,4256946.603061823,213583.4887,main,21
hx4a43790d44b07909d20fbcc233548fc80f7a4067,0x250717c477a49aa14000,Tokyo,JPN,0x5142d455f2d91ae907146,https://storage.googleapis.com/rhizome-public-storage/prep/json/rhizome-usa.json,hello@rhizomeicx.com,0,15000.0,22278291,61150854,RHIZOME,hxda4e0b39fb6df66af8a4e39942c49662a890f320,34.133.160.215:7100,0,3497167.994,0,50511334,50481507,https://rhizomeicx.com,6139911.52997807,174858.3997,main,22
hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,0x27e2795566ee58380000,London,GBR,0x28d26edef968883a38be2,https://metanyx.com/json,hello@metanyx.io,0,20480.0,19961495,61154571,Metanyx,hxf08bd5835fdb53dc7c764a5f4dd4e2e6359324e8,35.226.38.115:7100,0,3272773.4346764986,0,28807826,28786489,https://metanyx.com,3084423.4346764986,188350.0,main,23
