address,bonded,city,country,delegated,details,email,grade,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f9dd83f81a8647f60ed92,https://icon.foundation/prep/details.json,hello@icon.foundation,0,14000.0,19566264,61071201,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,40000000.0,0,50470273,50310853,https://icon.foundation,38222101.018707804,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0xf4e16793e734e9230000,San Francisco,USA,0x144b1fed27dfeccc48a177,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,14000.0,19378303,61101199,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,23128308.056,0,50561989,50456781,https://lydialabs.xyz,24533282.816447612,1156415.4028,main,2
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0x1058dbbed82dbcf9e027ca,https://grow3.io/prep/details.json,support@grow3.io,0,10000.0,37596324,61103670,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,20180687.214,0,21693656,21671454,https://grow3.io,19762434.95307049,1009034.3607,main,3
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0x108d39ec693d56eaf1de8d,https://binance.com/json,poolvip@binance.com,0,0.0,44121916,61070918,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,20000000.2,0,16296509,16284717,https://binance.com,20009735.287545398,1000000.01,main,4
hx3c58970034d5a923aa95058365450feed28979a2,0xf0235b9605d26e928000,Sydney,AUS,0xe4ec8fb0fdb105d3a610d,https://gangstabet.io/details.json,hodl@gangstabet.io,0,10000.0,41610399,61109513,GangstaBet,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,18431033.691402473,0,17552403,17506709,https://gangstabet.io/,17297013.500002474,1134020.1914,main,5
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,0xe2ba50668dae40868000,Kyiv,UKR,0xe354cc92862f385e328da,https://everstake.one/icon.json,inbox@everstake.one,0,14000.0,20174244,61107171,Everstake,hx3e9deb93255877805d8d81681b41bd2c14d65d0b,95.217.41.106:7100,0,18247355.0586907,0,47477188,47395766,https://everstake.one,17176663.3456907,1070691.713,main,6
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xd3c21bcecceda1000000,Seoul,KOR,0xbfea5d37bf15b63c8aaad,https://static-data.iconloop.com/details.json,hello@iconloop.com,0,0.0,55909916,61110888,ICONLOOP,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,15500724.054221112,0,5091015,5086517,https://www.iconloop.com,14500724.054221112,1000000.0,main,7
hx28c08b299995a88756af64374e13db2240bc3142,0x96592d57f2c76fc00000,Dunedin,NZL,0xbc5f1a794e3531dc263bd,https://parrot9.com/PARROT91.json,hello@parrot9.com,0,14000.0,19769751,60959956,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,155.138.134.222:7100,0,14200000.0,0,38223629,38152437,https://parrot9.com,14232947.953734452,710000.0,main,8
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0x88dd22d102b3be784000,Singapore,SGP,0xcc0cc3f72b842b42f7545,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,14000.0,20252122,61102424,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,12926421.618,0,47514020,47471875,https://twitter.com/icondao,15417571.907796727,646321.0809,main,9
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0x7c1349a7a02444be8000,Sydney,AUS,0xcd5a7d7ff896acb217d6a,https://iconosphere.io/details.json,prep@iconosphere.io,0,13998.0,19955991,61109932,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,11718584.788,0,46088718,45996099,https://iconosphere.io,15516070.066797024,585929.2394,main,10
hxca60d4371ad90d624dc7119f81009d799c168aa1,0x7e03a4d9b68bc42d8000,Sydney,AUS,0x8c545524a25200922bc67,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,11200.0,27228224,61108160,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,11198076.904776119,0,8543515,8503901,https://www.devshack.team,10602991.508976119,595085.3958,main,11
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,0x7036937f16b6aaa24000,New York,USA,0xa5b1e109c31169e9b5005,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-am/details.json,ICON.A.M@protonmail.com,0,50000.0,15285332,61107796,ICON Asset Management,hxd4382eb39497d2a3c924267d18908fd32e1f8c8f,95.179.134.53:7100,0,10598235.97,0,28774149,28748084,https://myicon.finance,12519548.145295216,529911.7985,main,12
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,0x5be72fe899736b400000,Tallinn,EST,0xb94eac34792eb7ec92e5b,https://stakin-data.s3.eu-west-2.amazonaws.com/icon/icon.json,hello@stakin.com,0,13600.0,19705316,61078278,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,3.8.92.147:7100,0,8680000.0,0,46085007,46018359,https://stakin.com/,14001424.864715977,434000.0,main,13
hxe4c008b838e8a9a7c065f20f393974de4c86f917,0x594cc618697bdc618000,Wollongong,AUS,0x5db0afc22ef556173af2c,https://faucet.reliantnode.com/static/details.json,team@reliantnode.com,0,14000.0,19688103,61107171,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,185.172.110.74:7100,0,7500736.837409332,0,44313374,43997442,https://www.reliantnode.com,7079029.9936093325,421706.8438,main,14
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,0x43c33c19375648000000,San Francisco,USA,0x6ee16cc124f2e3248e753,https://icon-staking-details.s3.us-west-2.amazonaws.com/sudoblock/details.json,info@sudoblock.io,0,14000.0,20429496,61102817,sudoblock,hx671f20ea01826591ed09988bd0229e3008f4fa47,139.180.142.57:7100,0,6400000.0,0,30587725,30429792,https://github.com/sudoblockio,8377898.673883165,320000.0,main,15
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,0x4c0a1ceeea301c008000,Paris,FRA,0x4ebc7d6c315bcd1406dcf,https://iconation.team/prep_mainnet.json,iconation.team@gmail.com,0,14000.0,19794346,61111200,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,52.47.90.20:7100,0,6308232.184240197,0,50721003,50680700,https://iconation.team,5949145.779240197,359086.405,main,16
hx0a72c03881451a6270d4895f756085470fc311e4,0x3b7aa4cb876235880000,Manila,PHL,0x4f29b10433ba653912d21,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-pinas/details.json,iconpilipinas@gmail.com,0,14000.0,19653141,61104131,ICON Pinas (Pilipinas),hx9b211794b5e942c7acc7dccca84d39f617c8e0dd,139.180.138.203:7100,0,5617640.0,0,26829467,26789831,https://www.iconpinas.com/,5981376.384490309,280882.0,main,17
