address,bonded,city,country,delegated,details,email,grade,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f9bc3c85d1608fcb67812,https://icon.foundation/prep/details.json,hello@icon.foundation,0,14000.0,19566264,60813314,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,40000000.0,0,50211478,50052197,https://icon.foundation,38212278.76571288,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0xf4e16793e734e9230000,San Francisco,USA,0x147fc963d7ab6e1fda00f8,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,14000.0,19378303,60750847,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,23128308.056,0,50303194,50198076,https://lydialabs.xyz,24781971.925583262,1156415.4028,main,2
hx3c58970034d5a923aa95058365450feed28979a2,0xf0235b9605d26e928000,Sydney,AUS,0x1053c55be4d50ca0f6f3c7,https://gangstabet.io/details.json,hodl@gangstabet.io,0,10000.0,41610399,60848030,GangstaBet,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,20872430.35354637,0,17293608,17248629,https://gangstabet.io/,19738410.16214637,1134020.1914,main,3
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0x10a506a6480b17a08637d5,https://grow3.io/prep/details.json,support@grow3.io,0,10000.0,37596324,60848240,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,20180687.214,0,21434861,21412857,https://grow3.io,20122126.245811004,1009034.3607,main,4
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0x1075731d8b612e72190e49,https://binance.com/json,poolvip@binance.com,0,0.0,44121916,60843430,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,20000000.2,0,16037714,16025997,https://binance.com,19897453.496800393,1000000.01,main,5
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,0xe2ba50668dae40868000,Kyiv,UKR,0xe25c888a434d562fdfe6f,https://everstake.one/icon.json,inbox@everstake.one,0,14000.0,20174244,60812499,Everstake,hx3e9deb93255877805d8d81681b41bd2c14d65d0b,95.217.41.106:7100,0,18174079.942338504,0,47218393,47138382,https://everstake.one,17103388.229338504,1070691.713,main,6
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xd3c21bcecceda1000000,Seoul,KOR,0xbec076960d819ce903e69,https://static-data.iconloop.com/details.json,hello@iconloop.com,0,0.0,55909916,60830567,ICONLOOP,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,15412799.22623325,0,4832220,4827780,https://www.iconloop.com,14412799.22623325,1000000.0,main,7
hx28c08b299995a88756af64374e13db2240bc3142,0x96592d57f2c76fc00000,Dunedin,NZL,0xc7a415ce4e412811820ff,https://parrot9.com/PARROT91.json,hello@parrot9.com,0,14000.0,19769751,60750855,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,155.138.134.222:7100,0,14200000.0,0,37964834,37893784,https://parrot9.com,15084444.278376153,710000.0,main,8
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0x88dd22d102b3be784000,Singapore,SGP,0xce879bca86a7e6b7f1571,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,14000.0,20252122,60851870,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,12926421.618,0,47255225,47213184,https://twitter.com/icondao,15604944.509666793,646321.0809,main,9
hxca60d4371ad90d624dc7119f81009d799c168aa1,0x7e03a4d9b68bc42d8000,Sydney,AUS,0x9e4265a4e8af94bbcb8d4,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,11200.0,27228224,60844680,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,11901707.916,0,8284720,8246278,https://www.devshack.team,11957739.418192057,595085.3958,main,10
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0x7c1349a7a02444be8000,Sydney,AUS,0xdac6f0a2ecadd34237c32,https://iconosphere.io/details.json,prep@iconosphere.io,0,13998.0,19955991,60843430,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,11718584.788,0,45829923,45737606,https://iconosphere.io,16530331.012382781,585929.2394,main,11
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,0x7036937f16b6aaa24000,New York,USA,0xaafc124a743b122b3bfe2,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-am/details.json,ICON.A.M@protonmail.com,0,50000.0,15285332,60846278,ICON Asset Management,hxd4382eb39497d2a3c924267d18908fd32e1f8c8f,95.179.134.53:7100,0,10598235.97,0,28515354,28489922,https://myicon.finance,12919235.19340884,529911.7985,main,12
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,0x5be72fe899736b400000,Tallinn,EST,0xb91884b3bea97d8f0879f,https://stakin-data.s3.eu-west-2.amazonaws.com/icon/icon.json,hello@stakin.com,0,13600.0,19705316,60812480,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,3.8.92.147:7100,0,8680000.0,0,45826212,45760372,https://stakin.com/,13985441.334155558,434000.0,main,13
