selectDates,balanceCounts,totalCounts,annual_real_yield_list,annual_reward_list,annual_inflation_list
 5/16, 243909, 579269, 7.67, 14.26, 8.38
 5/17, 245282, 581108, 7.65, 14.24, 8.23
 5/18, 246700, 583094, 7.65, 14.24, 8.26
 5/19, 248088, 585033, 7.73, 14.32, 8.25
 5/20, 249590, 587111, 7.73, 14.32, 8.23
 5/21, 251071, 589262, 7.73, 14.32, 8.17
 5/22, 252587, 591373, 7.74, 14.33, 8.14
 5/23, 254148, 593577, 7.72, 14.31, 8.07
 5/24, 255702, 595693, 7.71, 14.3, 8.04
 5/25, 257174, 597752, 7.71, 14.3, 8.05
 5/26, 258757, 599891, 7.69, 14.28, 8.07
 5/27, 260070, 601742, 7.69, 14.28, 7.96
 5/28, 261488, 603745, 7.6, 14.19, 8.05
 5/29, 262967, 605767, 7.55, 14.14, 7.93
 5/30, 264513, 607863, 7.55, 14.14, 7.73
 5/31, 265890, 609818, 7.55, 14.14, 7.39
 6/1, 267285, 611760, 7.53, 14.12, 7.22
 6/2, 268668, 613646, 7.58, 14.17, 7.08
 6/3, 270056, 615615, 7.56, 14.15, 6.99
 6/4, 271377, 617452, 7.54, 14.13, 6.81
 6/5, 272757, 619402, 7.53, 14.12, 6.6
 6/6, 274311, 621534, 7.5, 14.09, 6.43
 6/7, 275826, 623595, 7.5, 14.09, 6.3
 6/8, 277194, 625602, 7.49, 14.08, 6.22
 6/9, 278634, 627883, 7.44, 14.03, 6.16
 6/10, 280112, 629984, 7.41, 14.0, 6.1
 6/11, 281545, 632021, 7.39, 13.98, 6.06
 6/12, 283030, 634027, 7.4, 13.99, 6.05
 6/13, 284633, 636224, 7.39, 13.98, 6.03
 6/14, 285983, 638114, 7.39, 13.98, 5.98
 6/15, 285789, 640069, 7.38, 13.97, 6.0
 6/16, 287091, 641992, 7.38, 13.97, 5.92
 6/17, 288302, 643945, 7.36, 13.95, 6.01
 6/18, 289523, 645849, 7.31, 13.9, 5.98
 6/19, 290709, 647644, 7.32, 13.91, 5.9
 6/20, 292099, 649648, 7.31, 13.9, 5.98
 6/21, 293324, 651379, 7.32, 13.91, 5.97
 6/22, 294549, 653140, 7.3, 13.89, 5.97
 6/23, 295815, 654966, 7.3, 13.89, 5.97
 6/24, 296961, 656615, 7.29, 13.88, 5.97
 6/25, 298079, 658823, 7.28, 13.87, 5.97
 6/26, 299306, 660546, 7.27, 13.86, 5.96
 6/27, 300699, 662373, 7.25, 13.84, 5.96
 6/28, 301924, 664049, 7.23, 13.82, 5.97
 6/29, 303159, 665681, 7.23, 13.82, 5.96
 6/30, 304555, 667354, 7.21, 13.8, 5.96
 7/1, 305744, 669021, 7.17, 13.76, 5.93
 7/2, 307028, 670857, 7.17, 13.76, 5.95
 7/3, 308347, 672643, 7.16, 13.75, 5.91
 7/4, 309878, 674669, 7.15, 13.74, 5.93
 7/5, 311264, 676534, 7.17, 13.76, 5.94
 7/6, 312512, 678293, 7.16, 13.75, 5.94
 7/7, 313810, 680037, 7.13, 13.72, 5.93
 7/8, 315159, 681981, 7.1, 13.69, 5.94
 7/9, 312854, 683273, 7.11, 13.7, 5.93
 7/10, 310014, 684522, 7.03, 13.62, 5.95
 7/11, 308100, 685636, 7.02, 13.61, 5.78
 7/12, 307129, 686821, 7.03, 13.62, 5.94
 7/13, 306237, 687994, 7.02, 13.61, 5.92
 7/14, 305666, 689256, 7.03, 13.62, 5.93
 7/15, 305153, 690566, 7.02, 13.61, 5.92
 7/16, 304715, 691679, 6.99, 13.58, 5.93
 7/17, 304490, 692778, 6.95, 13.54, 5.93
 7/18, 304168, 693882, 6.97, 13.56, 5.93
 7/19, 304095, 694961, 6.96, 13.55, 5.93
 7/20, 304074, 696179, 6.96, 13.55, 5.94
 7/21, 304000, 697203, 6.97, 13.56, 5.92
 7/22, 304051, 698295, 6.96, 13.55, 5.89
 7/23, 304032, 699281, 6.97, 13.56, 5.83
 7/24, 304091, 700299, 6.96, 13.55, 5.92
 7/25, 304197, 701306, 6.96, 13.55, 5.64
 7/26, 304280, 701835, 6.98, 13.57, 5.91
 7/27, 303060, 703218, 6.99, 13.58, 3.38
 7/28, 303216, 704258, 6.99, 13.58, 8.49
 7/29, 303329, 705243, 7.02, 13.61, 5.94
 7/30, 303361, 705966, 7.03, 13.62, 5.95
 7/31, 303178, 706638, 6.99, 13.58, 5.96
 8/1, 303112, 707289, 7.0, 13.59, 5.95
 8/2, 302942, 707625, 7.0, 13.59, 5.88
 8/3, 302886, 708130, 6.93, 13.52, 5.97
 8/4, 303625, 710235, 6.88, 13.47, 5.99
 8/5, 304268, 712053, 6.86, 13.45, 5.99
 8/6, 304599, 713076, 6.38, 12.97, 6.05
 8/7, 304758, 713965, 6.35, 12.94, 6.01
 8/8, 304459, 714142, 6.34, 12.93, 5.9
 8/9, 304341, 714344, 6.34, 12.93, 5.9
 8/10, 304222, 714608, 6.3, 12.89, 5.9
 8/11, 304169, 714883, 6.3, 12.89, 5.89
 8/12, 304134, 715149, 6.28, 12.87, 5.88
 8/13, 304025, 715426, 6.29, 12.88, 5.89
 8/14, 303958, 715745, 6.98, 13.57, 5.89
 8/15, 303857, 716116, 7.02, 13.61, 5.93
 8/16, 303781, 716403, 7.02, 13.61, 5.93
 8/17, 303758, 716695, 7.0, 13.59, 5.93
 8/18, 303738, 716989, 6.95, 13.54, 5.94
 8/19, 303644, 717254, 7.0, 13.59, 5.93
 8/20, 308407, 726980, 6.95, 13.54, 5.92
 8/21, 309076, 728626, 6.94, 13.53, 5.91
 8/22, 309479, 729896, 7.0, 13.59, 5.92
 8/23, 309894, 731015, 7.06, 13.65, 5.92
 8/24, 310236, 732082, 7.09, 13.68, 5.71
 8/25, 310505, 733062, 7.08, 13.67, 5.9
 8/26, 310832, 734050, 7.05, 13.64, 5.9
 8/27, 311247, 735036, 7.01, 13.6, 5.92
 8/28, 311518, 735930, 7.0, 13.59, 5.83
 8/29, 311777, 736930, 6.98, 13.57, 5.93
 8/30, 312145, 737939, 6.87, 13.46, 5.95
 8/31, 312487, 738963, 6.83, 13.42, 5.89
 9/1, 312821, 739947, 6.77, 13.36, 5.93
 9/2, 313144, 740854, 6.73, 13.32, 5.91
 9/3, 313507, 741795, 6.69, 13.28, 5.92
 9/4, 313811, 742738, 6.63, 13.22, 5.93
 9/5, 314089, 743701, 6.54, 13.13, 5.92
 9/6, 314412, 744605, 6.52, 13.11, 5.93
 9/7, 314741, 745459, 6.5, 13.09, 5.89
 9/8, 315018, 746341, 6.48, 13.07, 5.9
 9/9, 315409, 747395, 6.47, 13.06, 5.83
 9/10, 315705, 748276, 6.46, 13.05, 5.79
 9/11, 316014, 749336, 6.39, 12.98, 5.91
 9/12, 316253, 750624, 6.37, 12.96, 5.9
 9/13, 316677, 751530, 6.34, 12.93, 5.9
 9/14, 316955, 752426, 6.35, 12.94, 5.89
 9/15, 317407, 753443, 6.34, 12.93, 5.9
 9/16, 317784, 754280, 6.31, 12.9, 5.9
 9/17, 318106, 755173, 6.28, 12.87, 5.89
 9/18, 318958, 756069, 6.28, 12.87, 5.89
 9/19, 319276, 756918, 6.27, 12.86, 5.87
 9/20, 319628, 757740, 6.27, 12.86, 5.89
 9/21, 319999, 758647, 6.27, 12.86, 5.89
 9/22, 320330, 759505, 6.24, 12.83, 5.88
 9/23, 320476, 760257, 6.25, 12.84, 5.88
 9/24, 320752, 761122, 6.24, 12.83, 5.88
 9/25, 321041, 761905, 6.27, 12.86, 5.78
 9/26, 321232, 762667, 6.25, 12.84, 5.88
 9/27, 321536, 763460, 6.24, 12.83, 5.87
 9/28, 322191, 765055, 6.22, 12.81, 5.89
 9/29, 322799, 766672, 6.21, 12.8, 5.88
 9/30, 322938, 767442, 6.18, 12.77, 5.88
 10/1, 323223, 768202, 6.16, 12.75, 5.89
 10/2, 323524, 769028, 6.15, 12.74, 5.87
 10/3, 323798, 769858, 6.15, 12.74, 5.88
 10/4, 324121, 770678, 6.15, 12.74, 5.88
 10/5, 324432, 771502, 6.13, 12.72, 5.89
 10/6, 324777, 772339, 6.13, 12.72, 5.88
 10/7, 325110, 773141, 6.11, 12.7, 5.88
 10/8, 325450, 773925, 6.09, 12.68, 5.85
 10/9, 325748, 774714, 6.09, 12.68, 5.87
 10/10, 326023, 775483, 6.1, 12.69, 5.87
 10/11, 326312, 776244, 6.11, 12.7, 5.88
 10/12, 326565, 777101, 6.09, 12.68, 5.87
 10/13, 326944, 778020, 6.08, 12.67, 5.86
 10/14, 327404, 778915, 6.23, 12.82, 5.81
 10/15, 327663, 779749, 6.2, 12.79, 5.84
 10/16, 327991, 780615, 6.19, 12.78, 5.88
 10/17, 328394, 781487, 6.21, 12.8, 5.89
 10/18, 328764, 782310, 6.2, 12.79, 5.88
 10/19, 329181, 783245, 6.21, 12.8, 5.89
 10/20, 329529, 784133, 6.19, 12.78, 5.89
 10/21, 329881, 784965, 6.19, 12.78, 5.89
 10/22, 330231, 785810, 6.17, 12.76, 5.87
 10/23, 330584, 786676, 6.14, 12.73, 5.88
 10/24, 330911, 787518, 6.14, 12.73, 5.88
 10/25, 331258, 788333, 6.12, 12.71, 5.88
 10/26, 331640, 789185, 6.13, 12.72, 5.87
 10/27, 332037, 790129, 6.14, 12.73, 5.88
 10/28, 332434, 791044, 6.12, 12.71, 5.86
 10/29, 332784, 791870, 6.13, 12.72, 5.87
 10/30, 333063, 792516, 6.14, 12.73, 5.87
 10/31, 333535, 793665, 6.12, 12.71, 4.09
 11/1, 333996, 794608, 6.15, 12.74, 7.67
 11/2, 334456, 795627, 6.15, 12.74, 5.87
 11/3, 334951, 796674, 6.14, 12.73, 5.89
 11/4, 335392, 797626, 6.12, 12.71, 5.89
 11/5, 335800, 798586, 6.12, 12.71, 5.87
 11/6, 336213, 799633, 6.1, 12.69, 5.88
 11/7, 336629, 800610, 6.1, 12.69, 5.88
 11/8, 337050, 801639, 6.15, 12.74, 5.88
 11/9, 337421, 802632, 6.13, 12.72, 5.88
 11/10, 337865, 803652, 6.11, 12.7, 5.88
 11/11, 338275, 804611, 5.82, 12.41, 5.91
 11/12, 338757, 805600, 5.79, 12.38, 5.71
 11/13, 339122, 806455, 5.73, 12.32, 5.85
 11/14, 339563, 807509, 5.75, 12.34, 5.85
 11/15, 339956, 808685, 5.74, 12.33, 5.77
 11/16, 340081, 809015, 5.74, 12.33, 5.86
 11/17, 340230, 809395, 5.73, 12.32, 5.77
 11/18, 340354, 809746, 5.66, 12.25, 5.85
 11/19, 340480, 810100, 5.66, 12.25, 5.86
 11/20, 340575, 810458, 5.69, 12.28, 5.84
 11/21, 340651, 810876, 5.64, 12.23, 5.72
 11/22, 340740, 811219, 5.72, 12.31, 5.85
 11/23, 340900, 811659, 5.73, 12.32, 5.82
 11/24, 341273, 812314, 5.78, 12.37, 5.84
 11/25, 341559, 812916, 5.84, 12.43, 5.83
 11/26, 341805, 813444, 5.87, 12.46, 5.85
 11/27, 341866, 813812, 5.87, 12.46, 5.85
 11/28, 341964, 814226, 5.86, 12.45, 5.69
 11/29, 342117, 814680, 5.85, 12.44, 5.54
 11/30, 342202, 815107, 5.83, 12.42, 5.62
 12/1, 342361, 815549, 5.86, 12.45, 5.62
 12/2, 342509, 815949, 5.85, 12.44, 5.62
 12/3, 342664, 816397, 5.83, 12.42, 5.63
 12/4, 342805, 816792, 5.82, 12.41, 5.62
 12/5, 342910, 817275, 5.81, 12.4, 5.62
 12/6, 343042, 817673, 5.8, 12.39, 5.58
 12/7, 343293, 818189, 5.77, 12.36, 5.52
 12/8, 343428, 818575, 5.75, 12.34, 5.5
 12/9, 343497, 818943, 5.78, 12.37, 5.51
 12/10, 343532, 819207, 5.75, 12.34, 5.51
 12/11, 343551, 819565, 5.67, 12.26, 5.52
 12/12, 343597, 819844, 5.66, 12.25, 5.53
 12/13, 343664, 820131, 5.64, 12.23, 5.48
 12/14, 343764, 820462, 5.64, 12.23, 5.48
 12/15, 343844, 820776, 5.62, 12.21, 5.51
 12/16, 343911, 821104, 5.59, 12.18, 5.51
 12/17, 344010, 821460, 5.63, 12.22, 5.51
 12/18, 344077, 821818, 5.63, 12.22, 5.48
 12/19, 344161, 822157, 5.62, 12.21, 5.49
 12/20, 344249, 822558, 5.64, 12.23, 5.49
 12/21, 344320, 822853, 5.62, 12.21, 5.51
 12/22, 344493, 823245, 5.66, 12.25, 5.51
 12/23, 344970, 823996, 5.63, 12.22, 5.51
 12/24, 345034, 824314, 5.65, 12.24, 5.49
 12/25, 345114, 824665, 5.64, 12.23, 5.5
 12/26, 345237, 825183, 5.69, 12.28, 5.51
 12/27, 345315, 825607, 5.67, 12.26, 5.5
 12/28, 345393, 825973, 5.68, 12.27, 5.5
 12/29, 345490, 826396, 5.65, 12.24, 5.5
 12/30, 345697, 826905, 5.68, 12.27, 5.5
 12/31, 345882, 827406, 5.68, 12.27, 5.42
 1/1, 346142, 827920, 5.67, 12.26, 5.51
 1/2, 346461, 828573, 5.71, 12.3, 5.5
 1/3, 346951, 829405, 5.69, 12.28, 5.52
 1/4, 347587, 830393, 5.69, 12.28, 5.51
 1/5, 348199, 831339, 5.7, 12.29, 5.5
 1/6, 348888, 832385, 5.73, 12.32, 5.49
 1/7, 349587, 833459, 5.79, 12.38, 5.51
 1/8, 350119, 834345, 5.85, 12.44, 5.48
 1/9, 350614, 835174, 5.88, 12.47, 5.49
 1/10, 351146, 836027, 5.87, 12.46, 5.53
 1/11, 351545, 836749, 5.91, 12.5, 5.51
 1/12, 351908, 837377, 6.05, 12.64, 5.52
 1/13, 352223, 837936, 6.01, 12.6, 5.54
 1/14, 352565, 838566, 6.14, 12.73, 5.5
 1/15, 352901, 839172, 6.13, 12.72, 5.54
 1/16, 353245, 839801, 6.21, 12.8, 5.54
 1/17, 353478, 840346, 6.26, 12.85, 5.53
 1/18, 353736, 841023, 6.32, 12.91, 5.54
 1/19, 354052, 841695, 6.35, 12.94, 5.56
 1/20, 354285, 842173, 6.36, 12.95, 5.56
 1/21, 354553, 842793, 6.42, 13.01, 5.54
 1/22, 354731, 843308, 6.36, 12.95, 5.54
 1/23, 354923, 843720, 6.33, 12.92, 5.54
 1/24, 355158, 844191, 6.22, 12.81, 5.55
 1/25, 355434, 844727, 6.22, 12.81, 5.56
 1/26, 355615, 845221, 6.27, 12.86, 5.55
 1/27, 355856, 845819, 6.31, 12.9, 5.53
 1/28, 356030, 846217, 6.33, 12.92, 5.54
 1/29, 356463, 846944, 6.35, 12.94, 5.54
 1/30, 356767, 847571, 6.36, 12.95, 5.55
 1/31, 357073, 848146, 6.39, 12.98, 5.56
 2/1, 357405, 848763, 6.42, 13.01, 5.56
 2/2, 357689, 849275, 6.43, 13.02, 5.54
 2/3, 357958, 849859, 6.52, 13.11, 5.54
 2/4, 358286, 850519, 6.45, 13.04, 5.54
 2/5, 358663, 851163, 6.44, 13.03, 5.56
 2/6, 359016, 851814, 6.43, 13.02, 5.57
 2/7, 359326, 852478, 6.41, 13.0, 5.55
 2/8, 359651, 853105, 6.4, 12.99, 5.57
 2/9, 360108, 853911, 6.39, 12.98, 5.55
 2/10, 360634, 854777, 6.42, 13.01, 5.46
 2/11, 361621, 856509, 6.46, 13.05, 5.54
 2/12, 362276, 857596, 6.55, 13.14, 5.45
 2/13, 362955, 858701, 6.56, 13.15, 5.56
 2/14, 363562, 859754, 6.71, 13.3, 5.53
 2/15, 364315, 860880, 6.74, 13.33, 5.48
 2/16, 365241, 862284, 6.78, 13.37, 5.48
 2/17, 365773, 863188, 6.87, 13.46, 5.54
 2/18, 366416, 864289, 6.74, 13.33, 5.6
 2/19, 367275, 865696, 5.34, 11.93, 5.85
 2/20, 367961, 866885, 5.3, 11.89, 5.54
 2/21, 368589, 867955, 5.3, 11.89, 5.48
 2/22, 369080, 868850, 5.3, 11.89, 5.48
 2/23, 369451, 869605, 5.24, 11.83, 5.5
 2/24, 369822, 870326, 5.25, 11.84, 5.49
 2/25, 370151, 871075, 5.21, 11.8, 5.49
 2/26, 370383, 871816, 5.17, 11.76, 5.48
 2/27, 370656, 872454, 5.11, 11.7, 5.5
 2/28, 370795, 873020, 5.05, 11.64, 5.48
 3/1, 370886, 873656, 4.98, 11.57, 5.47
 3/2, 371176, 874308, 4.98, 11.57, 5.46
 3/3, 371456, 874929, 4.97, 11.56, 5.45
 3/4, 371804, 875881, 4.92, 11.51, 5.45
 3/5, 372098, 876735, 4.93, 11.52, 5.45
 3/6, 372421, 877382, 4.83, 11.42, 5.45
 3/7, 372803, 878279, 4.81, 11.4, 5.45
 3/8, 373032, 879348, 4.81, 11.4, 5.43
 3/9, 373348, 880183, 4.81, 11.4, 5.44
 3/10, 373664, 881070, 4.89, 11.48, 5.43
 3/11, 373893, 881902, 4.91, 11.5, 5.43
 3/12, 374166, 882780, 4.9, 11.49, 5.44
 3/13, 374332, 884356, 4.9, 11.49, 5.43
 3/14, 374504, 884892, 4.89, 11.48, 5.23
 3/15, 374559, 885349, 4.93, 11.52, 5.44
 3/16, 374895, 885989, 4.08, 10.67, 5.61
 3/17, 375149, 886511, 4.08, 10.67, 5.46
 3/18, 375418, 887072, 4.06, 10.65, 5.34
 3/19, 375676, 887570, 4.01, 10.6, 5.37
 3/20, 375816, 888086, 4.01, 10.6, 5.37
 3/21, 375863, 888289, 4.03, 10.62, 4.64
 3/22, 376034, 888680, 4.03, 10.62, 5.09
 3/23, 376182, 889084, 4.06, 10.65, 5.36
 3/24, 376431, 889688, 4.06, 10.65, 5.36
 3/25, 376644, 890091, 4.08, 10.67, 5.37
 3/26, 376819, 890478, 4.13, 10.72, 5.37
 3/27, 377255, 891463, 4.11, 10.7, 5.37
 3/28, 377543, 892286, 4.11, 10.7, 5.37
 3/29, 377877, 892950, 4.13, 10.72, 5.37
 3/30, 378380, 893906, 4.09, 10.68, 5.36
 3/31, 379126, 895497, 4.09, 10.68, 5.37
 4/1, 379607, 896499, 4.12, 10.71, 5.35
 4/2, 379907, 897347, 4.13, 10.72, 5.34
 4/3, 380175, 898038, 4.22, 10.81, 5.36
 4/4, 380498, 898598, 4.2, 10.79, 5.28
 4/5, 380856, 899346, 4.24, 10.83, 5.38
 4/6, 381264, 900224, 4.25, 10.84, 5.37
 4/7, 381627, 900917, 4.28, 10.87, 5.29
 4/8, 381931, 901525, 4.28, 10.87, 5.38
 4/9, 382259, 902098, 4.29, 10.88, 5.39
 4/10, 382562, 902752, 4.3, 10.89, 5.38
 4/11, 382848, 903334, 4.32, 10.91, 5.38
 4/12, 383112, 904017, 4.33, 10.92, 5.39
 4/13, 383507, 904771, 4.41, 11.0, 5.38
 4/14, 383824, 905559, 4.75, 11.34, 5.37
 4/15, 384152, 906161, 4.84, 11.43, 5.43
 4/16, 384506, 906878, 4.91, 11.5, 5.42
 4/17, 384871, 907663, 5.01, 11.6, 5.42
 4/18, 385238, 908320, 5.21, 11.8, 5.42
 4/19, 385602, 908960, 5.49, 12.08, 5.39
 4/20, 385835, 909523, 5.72, 12.31, 5.45
 4/21, 386068, 910083, 5.73, 12.32, 5.5
 4/22, 386295, 910566, 5.69, 12.28, 5.42
 4/23, 386540, 911045, 5.7, 12.29, 5.5
 4/24, 386742, 911486, 5.72, 12.31, 5.5
 4/25, 386950, 911887, 5.7, 12.29, 5.5
 4/26, 387426, 912559, 5.7, 12.29, 5.51
 4/27, 387967, 913336, 4.96, 11.55, 5.49
 4/28, 388491, 914103, 4.67, 11.26, 5.44
 4/29, 388967, 914831, 4.7, 11.29, 5.36
 4/30, 389436, 915589, 4.68, 11.27, 5.39
 5/1, 389828, 916239, 4.7, 11.29, 5.38
 5/2, 390238, 916875, 4.69, 11.28, 5.37
 5/3, 390566, 917509, 4.76, 11.35, 5.4
 5/4, 390875, 918160, 4.82, 11.41, 5.34
 5/5, 391126, 918682, 4.85, 11.44, 5.39
 5/6, 391439, 919306, 4.75, 11.34, 5.41
 5/7, 391899, 920183, 4.53, 11.12, 5.43
 5/8, 392374, 921015, 4.7, 11.29, 5.34
 5/9, 392694, 921627, 4.72, 11.31, 5.36
 5/10, 393092, 922328, 5.05, 11.64, 5.35
 5/11, 393463, 922915, 5.12, 11.71, 5.4
 5/12, 393847, 923636, 5.04, 11.63, 5.39
 5/13, 394102, 924256, 5.02, 11.61, 5.41
 5/14, 394372, 924833, 4.92, 11.51, 5.44
 5/15, 394723, 925482, 4.86, 11.45, 5.4
 5/16, 395043, 926134, 4.86, 11.45, 5.42
 5/17, 395339, 926662, 4.88, 11.47, 5.41
