address,bonded,city,country,delegated,details,email,grade,hasPublicKey,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f18119773ac76b13f6cac,https://cdn.icon.foundation/details/details.json,hello@icon.foundation,0,0x1,14000.0,19566264,72655712,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,39590361.711547576,0,62073994,61900525,https://icon.foundation,37590361.711547576,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0x152d0fca8c93636dc0000,San Francisco,USA,0x1a5723c4ea732b0c80e48b,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,0x1,14000.0,19378303,72638135,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,32000300.0,0,62165710,62048989,https://lydialabs.xyz,31843577.019312803,1600015.0,main,2
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0xed2b525841adfc000000,Singapore,SGP,0x11fb5240e218c6ee000206,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,0x1,14000.0,20252122,72714165,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,22400000.0,0,58854238,58756691,https://twitter.com/icondao,21738570.228989627,1120000.0,main,3
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xe8ef1e96ae3897800000,Seoul,KOR,0x12c86ae7721b6e171b250b,https://static-data.parametacorp.com/details.json,hello@parametacorp.com,0,0x1,0.0,55909916,72701335,PARAMETA,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,22000000.0,0,16694736,16647204,https://parametacorp.com,22707110.0819316,1100000.0,main,4
hxca60d4371ad90d624dc7119f81009d799c168aa1,0xbfde0137875909d3c000,Sydney,AUS,0xeb71c5c786582f70cd571,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,0x1,11200.0,27228224,72703006,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,18121345.262,0,20001673,19918989,https://www.devshack.team,17789677.71299128,906067.2631,main,5
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0xb8e51bb755a014c00000,Sydney,AUS,0x142515f42208665b43181d,https://iconosphere.io/details.json,prep@iconosphere.io,0,0x1,13998.0,19955991,72709054,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,17462834.688,0,57692439,57588583,https://iconosphere.io,24353648.925416637,873141.7344,main,6
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0xd7d5287ebb2b7c5ddb35d,https://grow3.io/prep/details.json,support@grow3.io,0,0x1,10000.0,37596324,72642360,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,17316888.253181245,0,33297377,33258296,https://grow3.io,16307853.892481247,1009034.3607,main,7
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0xce26c78a1e96a7e633ce3,https://binance.com/json,poolvip@binance.com,0,0x1,0.0,44121916,72616446,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,16576365.61134945,0,27900230,27882205,https://binance.com,15576365.60134945,1000000.01,main,8
hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,0xa52be27d76e24f800000,Singapore,SGP,0xccf14927867fde3e23435,https://techiast.com/json,contact@techiast.com,0,0x1,0.0,67872918,72714998,Techiast,hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,185.194.101.191:7100,0,15600000.0,0,4129171,4055263,https://techiast.com,15485019.186511109,780000.0,main,9
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xb290e5d4551adf4dc5d54,https://gangstabet.io/details.json,hodl@gangstabet.io,0,0x1,10000.0,41610399,72700660,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,14335833.162743434,0,29156124,29099194,https://gangstabet.io/,13492066.016843434,843767.1459,main,10
hx28c08b299995a88756af64374e13db2240bc3142,0x943b1377290cbd800000,Dunedin,NZL,0xb996956725eaec17f99cc,https://parrot9.com/PARROT9.json,hello@parrot9.com,0,0x1,14000.0,19769751,72696120,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,155.138.134.222:7100,0,14000000.0,0,49827350,49748991,https://parrot9.com,14022649.224913055,700000.0,main,11
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,0xab20e3faa061a1200000,Kyiv,UKR,0x8639f2570eb21afe5ff41,https://everstake.one/icon.json,inbox@everstake.one,0,0x1,14000.0,20174244,72636903,Everstake,hx3e9deb93255877805d8d81681b41bd2c14d65d0b,95.217.41.106:7100,0,10949987.960943555,0,58218509,58103741,https://everstake.one,10141856.568943555,808131.392,main,12
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,0x81c42f53b7bdcec50000,New York,USA,0x87be77cdefbd87043c53c,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-am/details.json,ICON.A.M@protonmail.com,0,0x1,50000.0,15285332,72713804,ICON Asset Management,hxd4382eb39497d2a3c924267d18908fd32e1f8c8f,95.179.159.177:7100,0,10869332.07849704,0,40224488,40160333,https://myicon.finance,10256527.830097038,612804.2484,main,13
hxe4c008b838e8a9a7c065f20f393974de4c86f917,0x7097e2c1148185218000,Wollongong,AUS,0x9c07b3d9cb319c23c2b87,https://faucet.reliantnode.com/static/details.json,team@reliantnode.com,0,0x1,14000.0,19688103,72708567,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,185.172.110.74:7100,0,10634136.876,0,55856104,55509988,https://www.reliantnode.com,11789300.130383957,531706.8438,main,14
hx2e7db537ca3ff73336bee1bab4cf733a94ae769b,0x94c30d2e834892cd0000,Melbourne,AUS,0x7a662e2e286b13fa3f7e8,https://www.eyeonicon.xyz/api/details.json,fez@fbdconsulting.com,0,0x1,0.0,56432892,72688403,Eye on ICON,hx2e7db537ca3ff73336bee1bab4cf733a94ae769b,65.21.202.45:7100,0,9950726.007555682,0,9168274,9158600,https://www.eyeonicon.xyz,9248217.703155681,702508.3044,main,15
hx6f89b2c25c15f6294c79810221753131067ed3f8,0x60e525fbf5f5ca938000,Paris,FRA,0x7cea65163d74632714f1e,https://sharpn.tech/cdn/prepsdetailsv5.json,hello@staky.io,0,0x1,14000.0,20132195,72696832,Staky.io | Craft contributor,hx6f89b2c25c15f6294c79810221753131067ed3f8,167.71.4.34:7100,0,9151484.476,0,47804636,47523172,https://staky.io,9438356.257057624,457574.2238,main,16
hx31c429608c74501de13df5fea30bf1674460be50,0x622ae949920f65d7c000,Banglore,IND,0x720e4020ea817b2f3eacc,https://icon-staking-details.s3.us-west-2.amazonaws.com/hugobyte/details.json,contact@hugobyte.com,0,0x1,10000.0,36747915,72662977,Hugobyte,hx56db2dfd4922817ac9a6543d0eabcced433b44ce,139.84.141.221:7100,0,9081385.959343696,0,16541835,16448053,https://hugobyte.com,8617802.470643695,463583.4887,main,17
