address,bonded,city,country,delegated,details,email,grade,hasPublicKey,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f77ea63807f19318607d0,https://cdn.icon.foundation/details/details.json,hello@icon.foundation,0,0x1,14000.0,19566264,74587873,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,40000000.0,0,64014839,63840893,https://icon.foundation,38042985.72749859,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0x152d0fca8c93636dc0000,San Francisco,USA,0x19a2643b19296dfd6fca0f,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,0x1,14000.0,19378303,74585004,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,32000300.0,0,64106555,63989711,https://lydialabs.xyz,30990017.79347846,1600015.0,main,2
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xfe1c215e8f838e000000,Seoul,KOR,0x128b5af556a2e5af9298ca,https://static-data.parametacorp.com/details.json,hello@parametacorp.com,0,0x1,0.0,55909916,74619384,PARAMETA,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,23618751.579645336,0,18635581,18587507,https://parametacorp.com,22418751.579645336,1200000.0,main,3
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0xed3a120f4bce633695b6,Singapore,SGP,0x11dc724e2209dc8fb03f14,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,0x1,14000.0,20252122,74654628,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,22405441.378770962,0,60705216,60594901,https://twitter.com/icondao,21592768.11857775,1120272.0689385482,main,4
hxca60d4371ad90d624dc7119f81009d799c168aa1,0xc01fbc65970f27990000,Sydney,AUS,0xdcefa66964209b5fda448,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,0x1,11200.0,27228224,74619384,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,17600742.0178482,0,21942518,21859605,https://www.devshack.team,16693462.2286482,907279.7892,main,5
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0xb8e51bb755a014c00000,Sydney,AUS,0x10dbeb339704213af8235d,https://iconosphere.io/details.json,prep@iconosphere.io,0,0x1,13998.0,19955991,74642442,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,17462834.688,0,59633284,59529136,https://iconosphere.io,20381350.075884398,873141.7344,main,6
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0xd4a38f458e2656f71d7d1,https://grow3.io/prep/details.json,support@grow3.io,0,0x1,10000.0,37596324,74619262,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,17075575.760162327,0,35238222,35198762,https://grow3.io,16066541.39946233,1009034.3607,main,7
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0xce07971595f51ccb6aa03,https://binance.com/json,poolvip@binance.com,0,0x1,0.0,44121916,74591323,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,16567160.161235474,0,29841075,29822757,https://binance.com,15567160.151235474,1000000.01,main,8
hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,0xafc263e16787cac00000,Singapore,SGP,0xc4a55d13a21d6e233cb66,https://techiast.com/json,contact@techiast.com,0,0x1,0.0,67872918,74654660,Techiast,hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,185.194.101.191:7100,0,15688148.004754078,0,5982253,5894585,https://techiast.com,14858148.004754078,830000.0,main,9
hx28c08b299995a88756af64374e13db2240bc3142,0x943b1377290cbd800000,Dunedin,NZL,0xb4e8036689235d677a016,https://parrot9.com/PARROT9.json,hello@parrot9.com,0,0x1,14000.0,19769751,74643702,PARROT9,hx3c2d124b5d72735806067c8e4dbdbb2f0bdce55c,155.138.134.222:7100,0,14000000.0,0,51768195,51687365,https://parrot9.com,13668893.705210423,700000.0,main,10
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xab1ab3fec8e0ac1690f95,https://gangstabet.io/details.json,hodl@gangstabet.io,0,0x1,10000.0,41610399,74585004,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,13772043.208963519,0,31096969,31039844,https://gangstabet.io/,12928276.06306352,843767.1459,main,11
hxe4c008b838e8a9a7c065f20f393974de4c86f917,0xc4590d1c048498e0c000,Wollongong,AUS,0x9c20ff9ec910d50996841,https://hanawallet.io/details.json,team@hanawallet.io,0,0x1,14000.0,19688103,74628923,Hana Wallet,hxe4c008b838e8a9a7c065f20f393974de4c86f917,185.172.110.74:7100,0,12723992.719797976,0,57776285,57427694,https://hanawallet.io,11796766.184297975,927226.5355,main,12
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,0x7ecd3e4c36eba2050000,New York,USA,0x8829b0b663cb965c3c765,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-am/details.json,ICON.A.M@protonmail.com,0,0x1,50000.0,15285332,74584191,ICON Asset Management,hxd4382eb39497d2a3c924267d18908fd32e1f8c8f,95.179.159.177:7100,0,10886978.514832262,0,42165333,42100504,https://myicon.finance,10288174.266432261,598804.2484,main,13
hx2e7db537ca3ff73336bee1bab4cf733a94ae769b,0x69e90d62578840e74000,Melbourne,AUS,0x7ef51b9aef672d8503911,https://www.eyeonicon.xyz/api/details.json,fez@fbdconsulting.com,0,0x1,0.0,56432892,74610885,Eye on ICON,hx2e7db537ca3ff73336bee1bab4cf733a94ae769b,65.21.202.45:7100,0,10002950.73,0,10903957,10886337,https://www.eyeonicon.xyz,9592633.892880736,500147.5365,main,14
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,0xab20e3faa061a1200000,Kyiv,UKR,0x77707060e442cc0d34186,https://everstake.one/icon.json,inbox@everstake.one,0,0x1,14000.0,20174244,74580700,Everstake,hx3e9deb93255877805d8d81681b41bd2c14d65d0b,95.217.41.106:7100,0,9832703.30433358,0,60159354,60044503,https://everstake.one,9024571.912333582,808131.392,main,15
hx31c429608c74501de13df5fea30bf1674460be50,0x622ae949920f65d7c000,Banglore,IND,0x74068da7e65bd09670b05,https://icon-staking-details.s3.us-west-2.amazonaws.com/hugobyte/details.json,contact@hugobyte.com,0,0x1,10000.0,36747915,74619384,Hugobyte,hx56db2dfd4922817ac9a6543d0eabcced433b44ce,139.84.141.221:7100,0,9230229.886422938,0,18482680,18386097,https://hugobyte.com,8766646.397722937,463583.4887,main,16
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,0x6092844e8a821359c000,Paris,FRA,0x6f6301f32b8d24ab5ef12,https://iconation.team/prep_mainnet.json,iconation.team@gmail.com,0,0x1,14000.0,19794346,74584016,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,52.47.90.20:7100,0,8872194.704951623,0,64265569,64208504,https://iconation.team,8416144.764251623,456049.9407,main,17
