address,bonded,city,country,delegated,details,email,grade,hasPublicKey,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f5806df35e96d9110a732,https://cdn.icon.foundation/details/details.json,hello@icon.foundation,0,0x1,14000.0,19566264,72655712,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,39892395.423028775,0,62030861,61857392,https://icon.foundation,37892395.423028775,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0x152d0fca8c93636dc0000,San Francisco,USA,0x1a59d9c96d2a70bb22dc62,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,0x1,14000.0,19378303,72638135,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,32000300.0,0,62122577,62005856,https://lydialabs.xyz,31856379.38472359,1600015.0,main,2
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0xed2b525841adfc000000,Singapore,SGP,0x1210b3f04d4a985ab8a00c,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,0x1,14000.0,20252122,72671189,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,22400000.0,0,58820519,58723686,https://twitter.com/icondao,21839541.899556596,1120000.0,main,3
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xe8ef1e96ae3897800000,Seoul,KOR,0x12c8948e1be57f18ded538,https://static-data.parametacorp.com/details.json,hello@parametacorp.com,0,0x1,0.0,55909916,72655713,PARAMETA,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,22000000.0,0,16651603,16604086,https://parametacorp.com,22707878.407790676,1100000.0,main,4
hxca60d4371ad90d624dc7119f81009d799c168aa1,0xbfde0137875909d3c000,Sydney,AUS,0xebe1f16cc4cd0663e31ec,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,0x1,11200.0,27228224,72609334,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,18121345.262,0,19958540,19875859,https://www.devshack.team,17822784.598188747,906067.2631,main,5
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0xb8e51bb755a014c00000,Sydney,AUS,0x142a13887b8eae8cae1628,https://iconosphere.io/details.json,prep@iconosphere.io,0,0x1,13998.0,19955991,72655712,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,17462834.688,0,57649306,57545481,https://iconosphere.io,24377216.1073216,873141.7344,main,6
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0xd92443acb84c331d9d6cc,https://grow3.io/prep/details.json,support@grow3.io,0,0x1,10000.0,37596324,72642360,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,17415794.137412008,0,33254244,33215163,https://grow3.io,16406759.776712008,1009034.3607,main,7
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0xcf7d94227c370a6d42448,https://binance.com/json,poolvip@binance.com,0,0x1,0.0,44121916,72616446,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,16677542.077101966,0,27857097,27839072,https://binance.com,15677542.067101967,1000000.01,main,8
hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,0xa52be27d76e24f800000,Singapore,SGP,0xcd415431776bfd60a120c,https://techiast.com/json,contact@techiast.com,0,0x1,0.0,67872918,72672007,Techiast,hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,185.194.101.191:7100,0,15600000.0,0,4086038,4012742,https://techiast.com,15508643.745832754,780000.0,main,9
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xb28d3a02ece8eb61add1e,https://gangstabet.io/details.json,hodl@gangstabet.io,0,0x1,10000.0,41610399,72634567,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,14334749.626365267,0,29112991,29056065,https://gangstabet.io/,13490982.480465267,843767.1459,main,10
