address,bonded,city,country,delegated,details,email,grade,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f996d1213c8194146bd79,https://icon.foundation/prep/details.json,hello@icon.foundation,0,14000.0,19566264,63980249,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,40000000.0,0,53360496,53199711,https://icon.foundation,38201234.47764132,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0x102626a43214d73ca4000,San Francisco,USA,0x184b61797d6c888ec14705,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,14000.0,19378303,63997187,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,24403719.81,0,53452212,53344321,https://lydialabs.xyz,29370195.24541406,1220185.9905,main,2
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0x1071d07c4fec94e6fb948a,https://grow3.io/prep/details.json,support@grow3.io,0,10000.0,37596324,63982242,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,20180687.214,0,24583879,24559332,https://grow3.io,19880286.406803977,1009034.3607,main,3
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0x10a25c80981f6aa64e06db,https://binance.com/json,poolvip@binance.com,0,0.0,44121916,63986170,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,20000000.2,0,19186732,19173421,https://binance.com,20109542.850704506,1000000.01,main,4
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xd3c21bcecceda1000000,Seoul,KOR,0x112bb6146b168bd3e701fb,https://static-data.parametacorp.com/details.json,hello@parametacorp.com,0,0.0,55909916,63994146,PARAMETA,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,20000000.0,0,7981238,7971729,https://parametacorp.com,20758159.470928,1000000.0,main,5
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0xc9ddf2f8f552846d59e7,Singapore,SGP,0x15758663f3cf39b12a3c64,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,14000.0,20252122,63973088,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,19065798.030207492,0,50404243,50359248,https://twitter.com/icondao,25942438.156436913,953289.9015103746,main,6
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xc2872e420b50ab63e8b75,https://gangstabet.io/details.json,hodl@gangstabet.io,0,10000.0,41610399,64001013,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,15541891.007752437,0,20442626,20393974,https://gangstabet.io/,14698123.861852435,843767.1459,main,7
hx28c08b299995a88756af64374e13db2240bc3142,0x96592d57f2c76fc00000,Dunedin,NZL,0xa89ffa6743af1ba2ec122,https://parrot9.com/PARROT9.json,hello@parrot9.com,0,14000.0,19769751,63990018,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,155.138.134.222:7100,0,13450938.318314746,0,41113852,41040820,https://parrot9.com,12740938.318314746,710000.0,main,8
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0x7e88bc8a54bdd44f8000,Sydney,AUS,0x101eb10da6aa67dab3c026,https://iconosphere.io/details.json,prep@iconosphere.io,0,13998.0,19955991,64001520,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,11950810.396,0,48978941,48882587,https://iconosphere.io,19487750.165682133,597540.5198,main,9
hxca60d4371ad90d624dc7119f81009d799c168aa1,0x8b1c740a2ebedcaec000,Sydney,AUS,0x8b999e00e1c4f1eb95c43,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,11200.0,27228224,63977132,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,11204816.664464036,0,11309099,11252174,https://www.devshack.team,10547882.852964036,656933.8115,main,10
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,0x69dc45dcb98693e24000,New York,USA,0xa48de1d9fca45e25d1ef5,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-am/details.json,ICON.A.M@protonmail.com,0,50000.0,15285332,63998580,ICON Asset Management,hxd4382eb39497d2a3c924267d18908fd32e1f8c8f,95.179.134.53:7100,0,9998235.97,0,31664372,31631069,https://myicon.finance,12433365.89474442,499911.7985,main,11
hxe4c008b838e8a9a7c065f20f393974de4c86f917,0x594cc618697bdc618000,Wollongong,AUS,0x6f0a4e725d573523dde2a,https://faucet.reliantnode.com/static/details.json,team@reliantnode.com,0,14000.0,19688103,63973539,ReliantNode,hxe4c008b838e8a9a7c065f20f393974de4c86f917,185.172.110.74:7100,0,8434136.876,0,47203597,46880537,https://www.reliantnode.com,8389964.795558067,421706.8438,main,12
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,0x58f03ee118a13e800000,San Francisco,USA,0x7497ad4a0f64ffc52b2d3,https://icon-staking-details.s3.us-west-2.amazonaws.com/sudoblock/details.json,info@sudoblock.io,0,14000.0,20429496,63983880,sudoblock,hx671f20ea01826591ed09988bd0229e3008f4fa47,139.180.142.57:7100,0,8400000.0,0,33477948,33310104,https://github.com/sudoblockio,8809479.314845636,420000.0,main,13
hx4a43790d44b07909d20fbcc233548fc80f7a4067,0x4a15dca241e7ca014000,Tokyo,JPN,0x4e9167a6a279f371426ca,https://storage.googleapis.com/rhizome-public-storage/prep/json/rhizome-usa.json,hello@rhizomeicx.com,0,15000.0,22278291,63976651,RHIZOME,hxda4e0b39fb6df66af8a4e39942c49662a890f320,34.133.160.215:7100,0,6286287.717943151,0,53318277,53283594,https://rhizomeicx.com,5936429.318243151,349858.3997,main,14
hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,0x4c0a1ceeea301c008000,Paris,FRA,0x4d34f13e99b288d819085,https://iconation.team/prep_mainnet.json,iconation.team@gmail.com,0,14000.0,19794346,63973464,ICONation,hx262afdeda4eba10fe41fa5ef21796ac2bdcc6629,52.47.90.20:7100,0,6192667.73897439,0,53611226,53565252,https://iconation.team,5833581.333974389,359086.405,main,15
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,0x3def9d2db85a1bc50000,Seoul,KOR,0x5948849e5b647fde43cc1,http://icon.plan-p.io/config_mainnet.json,master@plan-p.io,0,45845.248381294026,14801418,63997110,Plan-P,hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,15.164.138.240:7100,0,5849689.064,0,10414682,10357634,http://plan-p.io,6746053.419594432,292484.4532,main,16
hx0a72c03881451a6270d4895f756085470fc311e4,0x3b7aa4cb876235880000,Manila,PHL,0x40b64d0d1f9ce369f645c,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-pinas/details.json,iconpilipinas@gmail.com,0,14000.0,19653141,63979184,ICON Pinas (Pilipinas),hx9b211794b5e942c7acc7dccca84d39f617c8e0dd,139.180.138.203:7100,0,5170391.031259947,0,29719690,29670055,https://www.iconpinas.com/,4889509.031259947,280882.0,main,17
hx6f89b2c25c15f6294c79810221753131067ed3f8,0x38ddd52249f84bac8000,Paris,FRA,0x405a123211f8a78f22040,https://sharpn.tech/cdn/prepsdetailsv5.json,hello@staky.io,0,14000.0,20132195,64001673,Staky.io | Craft contributor,hx6f89b2c25c15f6294c79810221753131067ed3f8,167.71.4.34:7100,0,5130832.179407877,0,39173132,38908001,https://staky.io,4862287.568007877,268544.6114,main,18
hx31c429608c74501de13df5fea30bf1674460be50,0x2d3a6255ded3fd97c000,Banglore,IND,0x3236419039467e9985728,https://icon-staking-details.s3.us-west-2.amazonaws.com/hugobyte/details.json,contact@hugobyte.com,0,10000.0,36747915,63973126,Hugobyte,hx56db2dfd4922817ac9a6543d0eabcced433b44ce,45.76.182.241:7100,0,4007490.251299146,0,7873236,7835949,https://hugobyte.com,3793906.762599146,213583.4887,main,19
hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,0x28ed34e937a5dae9c000,Maribor,SVN,0x303f0a76f20aa4bb9b898,https://protokol7.com/icon/mainnet-config.json,info@protokol7.com,0,10000.0,39619156,63997110,Protokol7,hx2bbb1b0300f5dc0caa0e1a3ba1701a22e7590763,18.135.219.85:7100,0,3838654.192068029,0,24014850,23999578,https://protokol7.com/icon,3645383.841768029,193270.3503,main,20
hx437e3ce53016ffc71be609a4d1194e41a5d89678,0x273efcd1551469490000,London,GBR,0x307c8d239c8ec5f9dd789,https://www.google.com,fomomental@gmail.com,0,0.0,49121126,63997111,FOMOmental,hx437e3ce53016ffc71be609a4d1194e41a5d89678,167.235.56.12:7100,0,3706684.168,0,2442270,2427194,https://www.google.com,3663538.5213984563,185334.2084,main,21
hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,0x22525fd90f5b30800000,Seoul,KOR,0x287d705ccc3839e28caf2,https://neoply.io/bp_info/icon.json,support@neoply.com,0,13891.590948425752,21710481,63951312,NEOPLY,hx099b1e6b271bc6cd67d930a1c62ee5f3ed0e2c7d,54.199.171.19:7100,0,3221417.5823163437,0,16798545,16784775,https://neoply.io,3059337.5823163437,162080.0,main,22
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,0x26aef8c9ca36b3e14000,Detroit,USA,0x270419e1b6156d97ed098,https://ubik.capital/ubikprep/ubikprep.json,icon@ubik.capital,0,14000.0,22050720,63998943,Ubik Capital,hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,65.108.47.101:7100,0,3130644.7033821577,0,34434364,34408929,https://ubik.capital,2947967.1164821577,182677.5869,main,23
hx2e7db537ca3ff73336bee1bab4cf733a94ae769b,0x611e6e03ec29bde88000,Melbourne,AUS,0x1e26862e8e442bf605bda,https://www.eyeonicon.xyz/api/details.json,fez@fbdconsulting.com,0,0.0,56432892,63998943,Eye on ICON,hx2e7db537ca3ff73336bee1bab4cf733a94ae769b,65.21.202.45:7100,0,2736737.1119242203,0,1025149,1022027,https://www.eyeonicon.xyz,2278106.2333242204,458630.8786,main,24
hxe8767c80a009c7bb8344d81c430144463cbb325e,0x1b1578466f5b7ea68000,Seoul,KOR,0x2070266e0ddc6102fef66,https://icontrol-team.github.io/public-page/json/detail.json,icontrol.b@gmail.com,1,14471.974222133169,20127619,63960244,ICONTROL,hx0a996a7ac80dca19779ebf0914d071f6cb512737,54.249.154.84:7100,0,2557998.868,0,1730202,1723940,https://icontrol.webflow.io,2450952.511266323,127899.9434,sub,25
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,0x18801c0ca320b7500000,London,GBR,0x1f9f9175543e3100efbee,https://icon-staking-details.s3.us-west-2.amazonaws.com/mineable/details.json,admin@mineable.com,1,14000.0,20271436,63659066,Mineable,hx3868af05aa6416b1397eb948121eaa6e7156931a,119.180.138.203:7100,3,2314000.0,0,28847570,28816715,https://www.youtube.com/icontvofficial,2389389.994448203,115700.0,sub,26
hxb11448743cbb63fcf29609401cdc5782793be211,0x250f1e301f02ef38c000,Columbus,USA,0x1bc87d8189a94942fdc31,https://gpsgames-media.s3-us-east-2.amazonaws.com/data/config.json,support@gps.games,2,14000.0,19648281,63960906,GPS Gaming,hxf45457bb1a686fa25fc87dc9a5e63255125be452,3.140.80.162:7100,3,2274243.0365097476,0,28428720,28127077,https://gps.games,2099236.600209748,175006.4363,candidate,27
hxc5e0b88cb9092bbd8b004a517996139334752f62,0x2bf18b01194787690000,Albuquerque,USA,0x19e70f16794186c6fc4ff,https://inanisinvictus.com/api/nodedetails,admin@inanisinvictus.com,1,14000.0,19781040,63659066,Inanis Invictus,hxc5e0b88cb9092bbd8b004a517996139334752f62,13.86.179.194:7100,3,2164660.594679207,0,172072,154775,https://inanisinvictus.app,1957143.1542792069,207517.4404,sub,28
hxe872d22ad693279cd7ff33f51583f4117a4610b3,0x1253cb091711846cc000,London,GBR,0xf0e59811bcd11dad7fb5,https://icon-staking-details.s3.us-west-2.amazonaws.com/code-metal/details.json,admin@mineable.com,1,0.0,53907486,63659066,CODE METAL,hxd2240488c3508c605497b1600b2a7fb32ffa3f5c,184.1.2.180:7100,3,1224151.524728569,0,26480,0,https://twitter.com/CodeMetal_NFT,1137603.2180285691,86548.3067,sub,29
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,0xbdbc41e0348b3000000,Tallinn,EST,0x130e257605fa26af87c15,https://stakin-data.s3.eu-west-2.amazonaws.com/icon/icon.json,hello@stakin.com,1,13600.0,19705316,63744644,Stakin,hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,3.8.92.147:7100,0,1120000.0,0,46555558,46487013,https://stakin.com/,1439774.6710904608,56000.0,sub,30
hx1cb5883939f2fd478e92da1260438aa1f03440ca,0xbdbc41e0348b3000000,Stockholm,SWE,0xec0fd8332a34dab822c5,https://eossweden.eu/prep-api.json,eossweden@gmail.com,1,50000.0,0,63744644,ICON Sweden,hx1cb5883939f2fd478e92da1260438aa1f03440ca,95.216.246.114:7100,0,1120000.0,0,1829274,1817049,https://eossweden.eu,1114770.7699602845,56000.0,sub,31
hx9a20bc2de732aad6de56dcaabb800c24aab86c28,0xb02ecf74c3138800000,Mechelen,BEL,0xda60186d93f86bdda894,https://icon-staking-details.s3.us-west-2.amazonaws.com/icx-belgium/details.json,ICXBelgium@outlook.be,1,40412.85515565048,15519362,63917786,ICX Belgium,hx7f8e74581059d35b7fec876815313f742a641d82,199.247.30.96:7100,3,1040000.0,0,879612,859603,https://twitter.com/Lucky8Steven,1031248.5409223833,52000.0,sub,32
hxf6672e670d2b5816061da22231f3a90f0b5955b5,0xaed18c7764947bfc000,Chicago,USA,0xb587addc8afc7a194730,https://prep-details.s3-us-west-1.amazonaws.com/json,iconchicagoteam@gmail.com,1,46016.98459397009,14419820,63874666,ICON Chicago,hxf6672e670d2b5816061da22231f3a90f0b5955b5,165.227.49.93:7100,3,908848.500590437,0,792048,772388,http://iconchicago.team,857251.171890437,51597.3287,sub,33
hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,0x4d18eea1211ec3764000,San Francisco,USA,0x4385e962ac6488341f69,https://multi-prep.s3.amazonaws.com/p-rep.json,markus@mousebelt.com,1,26000.0,21114191,63787764,MouseBelt | Multi.io,hxbc9c73670c79e8f6f8060551a792c2cf29a8c491,54.81.151.142:7100,0,682950.924607576,0,31588692,31559444,https://mousebelt.com,318868.7885075759,364082.1361,sub,34
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,0xa968163f0a57b400000,San Jose,USA,0x820ba3dd7f6b9420f58c,https://raw.githubusercontent.com/siliconvalleyicon/siliconvalleyicon.github.io/master/prep/json/svi.json,siliconvalleyicon@gmail.com,2,14000.0,22629432,63960906,Silicon Valley ICON,hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,138.68.63.35:7100,3,664122.3646917627,0,1217289,1202858,http://siliconvalleyicon.com,614122.3646917627,50000.0,candidate,35
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,0x130ee8e7179044400000,Munich,DEU,0x77125b4cf5267bd19981,https://icon-staking-details.s3.us-west-2.amazonaws.com/interblock/details.json,support@interblock.tech,1,50000.0,12584016,63744644,InterBlock,hx310565b927f131381b8dbbaa09d4098fa070f5cf,54.171.45.20:7100,0,652300.2317575159,0,5814744,5804010,https://twitter.com/interblocktech,562300.2317575159,90000.0,sub,36
hx5b97bbec2e555289351806103833a465b7fbbd47,0x65fb969bb5d79d00000,Brno,CZE,0xc83e055a3e5e4fbb60d8,https://blockmove.eu/prepinfo/info.json,hello@blockmove.eu,1,10000.0,19719147,63830884,Blockmove,hx5b97bbec2e555289351806103833a465b7fbbd47,51.159.17.38:7100,0,602000.0,0,13347608,13289646,https://blockmove.eu,945617.380395792,30100.0,sub,37
hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,0x5899d4e88a4cee6c000,London,GBR,0x67ea4966bc215306c5ea,https://dsnc.s3.eu-west-2.amazonaws.com/dsnc/dsnc-details.json,info@dsnc.co.uk,1,33000.0,19876529,63874004,DSNC,hx5dff0f5953e8cb0d50aaabff041a524e27718bd2,35.178.42.84:7100,0,516875.9464704852,0,1724800,1718649,https://dsnc.co.uk,490725.5749704852,26150.3715,sub,38
hx8d7f98f88560fc957d410afb53c5b269bebc8799,0x7ae98eebb20a0190000,New York,USA,0x520e95b3448a7a0a816d,https://icxpromotions.com/about,icxpromotions@gmail.com,1,10000.0,32729404,63917786,Arcade Node,hx8d7f98f88560fc957d410afb53c5b269bebc8799,3.145.0.144:7100,3,423780.41185323684,0,27804,0,https://icxpromotions.com,387503.0930532369,36277.3188,sub,39
hx9fa9d224306b0722099d30471b3c2306421aead7,0x43c33c1937564800000,Caracas,VEN,0x189a4d43dd042e9f874f6,https://espanicon.team/details.json,info@espanicon.team,1,14000.0,19715928,63917124,Espanicon,hx9fa9d224306b0722099d30471b3c2306421aead7,65.108.47.72:7100,0,400000.0,0,1724800,1721667,https://espanicon.team,1858930.5874047545,20000.0,sub,40
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,0x43c33c1937564800000,Melbourne,AUS,0x5327aa36594c2364c356,https://raw.githubusercontent.com/Transcranial-Solutions/Node/master/prep_details_icon2_aus.json,transcranial.solutions@gmail.com,1,14000.0,19964877,63787764,Transcranial Solutions,hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,159.196.221.33:7100,0,400000.0,0,1661326,1656817,https://twitter.com/TranscranialSol,392688.10618587397,20000.0,sub,41
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,0x54b40b1f852bda00000,Bangkok,THA,0x34f95a9d5980e7cfeb4c,https://www.remicx.net/conf/config.json,remicx.net@gmail.com,1,50000.0,14674709,63917124,RemICX,hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,138.201.137.189:7100,0,275162.82585702016,0,1724800,1723665,https://www.remicx.net,250162.82585702016,25000.0,sub,42
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,0x2df4dc78f4d4e95c000,Montreal,CAN,0x16064d8a1216ba0bfa619,https://citadel.one/icx_regjson.json,partners@paradigmfund.io,1,14000.0,21033559,63830884,Citadel.one,hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,84.201.175.163:7100,0,271279.23,0,16824616,16774141,https://citadel.one/,1664133.2861720156,13563.9615,sub,43
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,0x44e4115454a39b24000,London,GBR,0x2ed79e8de35093027c2d,https://www.piconbello.com/preptools.json,contact@piconbello.com,1,50000.0,0,63745306,PiconbelloDAO,hxb20299f6fec4f43acdce9c6bb279e653a30703fd,34.74.79.223:7100,3,241539.33492561616,0,27803,0,https://piconbello.com,221206.33322561614,20333.0017,sub,44
hx69d49e8365659d7771f7e721d7f9b04367212557,0x43c33c1937564800000,Eindhoven,NLD,0x255c6933a4dbb7a11129,https://icon4all.com/details.json,info@icon4all.com,0,10000.0,33382431,64000909,ICON 4 ALL,hx69d49e8365659d7771f7e721d7f9b04367212557,node.icon4all.com:7100,0,196432.24090481954,0,1703611,1700341,https://icon4all.com,176432.24090481954,20000.0,main,45
hx135d9c1b6ad2b7750f153d1649b676f8625e470c,0x34808b3793ed9620000,London,GBR,0x25689dcb9519e504a05e,https://icon-staking-details.s3.us-west-2.amazonaws.com/guidestar/details.json,iconguidestar@gmail.com,1,14000.0,19934045,63874004,ICON Guide Star,hx7550464fc96421b879948632a464b4abd6d509cf,139.180.219.26:7100,0,192153.28359546536,0,1639222,1632511,https://medium.com/@iconguidestar,176657.39159546533,15495.892,sub,46
