address,bonded,city,country,delegated,details,email,grade,hasPublicKey,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1c8781ce497cfc7736becd,https://cdn.icon.foundation/details/details.json,hello@icon.foundation,0,0x1,14000.0,19566264,75130097,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,36489836.918932,0,64532510,64358552,https://icon.foundation,34489836.918932,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0x1483a7b44d890bb9c0000,San Francisco,USA,0x198a3899477451a5e8fd3e,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,0x1,14000.0,19378303,75042686,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,31000300.0,0,64624226,64507381,https://lydialabs.xyz,30875876.127594374,1550015.0,main,2
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xfe1c215e8f838e000000,Seoul,KOR,0x128aa8240e3e563c661afc,https://static-data.parametacorp.com/details.json,hello@parametacorp.com,0,0x1,0.0,55909916,75130097,PARAMETA,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,23615452.978786293,0,19153252,19105173,https://parametacorp.com,22415452.978786293,1200000.0,main,3
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0xe43e9c5480a1b14fb4ba,Singapore,SGP,0x11c97ef1b5d2af2a0bf816,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,0x1,14000.0,20252122,75173253,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,21557090.41993698,0,61222887,61111854,https://twitter.com/icondao,21503276.303317565,1077854.520996849,main,4
hxca60d4371ad90d624dc7119f81009d799c168aa1,0xc0d8a72c96fab66d0000,Sydney,AUS,0xdcad9a4fedb935bcdcca7,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,0x1,11200.0,27228224,75130097,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,17584659.424775336,0,22460189,22377267,https://www.devshack.team,16673968.517175335,910690.9076,main,5
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0xb8e51bb755a014c00000,Sydney,AUS,0x10d80c85258e43babea6bd,https://iconosphere.io/details.json,prep@iconosphere.io,0,0x1,13998.0,19955991,75173253,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,17462834.688,0,60150955,60046782,https://iconosphere.io,20363075.229293797,873141.7344,main,6
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0xd3c8f8b11f57b2b5b570f,https://grow3.io/prep/details.json,support@grow3.io,0,0x1,10000.0,37596324,75141386,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,17011059.910125453,0,35755893,35716419,https://grow3.io,16002025.549425453,1009034.3607,main,7
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0xcd6de4155ccd3a26d6ffa,https://binance.com/json,poolvip@binance.com,0,0x1,0.0,44121916,75048649,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,16521796.157788213,0,30358746,30340423,https://binance.com,15521796.147788212,1000000.01,main,8
hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,0xafc263e16787cac00000,Singapore,SGP,0xc43cc2e8fad11276b99d6,https://techiast.com/json,contact@techiast.com,0,0x1,0.0,67872918,75171717,Techiast,hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,185.194.101.191:7100,0,15657274.88060939,0,6499924,6407189,https://techiast.com,14827274.88060939,830000.0,main,9
hxe4c008b838e8a9a7c065f20f393974de4c86f917,0xc4590d1c048498e0c000,Wollongong,AUS,0xbe201b53c4827083da11b,https://hanawallet.io/details.json,team@hanawallet.io,0,0x1,14000.0,19688103,75167287,Hana Wallet,hxe4c008b838e8a9a7c065f20f393974de4c86f917,185.172.110.74:7100,0,15292696.882525885,0,58293956,57945181,https://hanawallet.io,14365470.347025886,927226.5355,main,10
hx28c08b299995a88756af64374e13db2240bc3142,0x943b1377290cbd800000,Dunedin,NZL,0xb3a2ef1d6366205a96cb0,https://parrot9.com/PARROT9.json,hello@parrot9.com,0,0x1,14000.0,19769751,75173630,PARROT9,hx3c2d124b5d72735806067c8e4dbdbb2f0bdce55c,155.138.134.222:7100,0,14000000.0,0,52285866,52204305,https://parrot9.com,13572947.248170353,700000.0,main,11
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xa5b845f74230448cef1cd,https://gangstabet.io/details.json,hodl@gangstabet.io,0,0x1,10000.0,41610399,75134236,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,13365202.540366191,0,31614640,31557510,https://gangstabet.io/,12521435.394466192,843767.1459,main,12
hx9121c5914ce34f59de52fe15efd6f7982c2ab8ae,0x7ecd3e4c36eba2050000,New York,USA,0x883bd19fe85ab52ceb28c,https://icon-staking-details.s3.us-west-2.amazonaws.com/icon-am/details.json,ICON.A.M@protonmail.com,0,0x1,50000.0,15285332,75164027,ICON Asset Management,hxd4382eb39497d2a3c924267d18908fd32e1f8c8f,95.179.159.177:7100,0,10892329.122284355,0,42683004,42618068,https://myicon.finance,10293524.873884354,598804.2484,main,13
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,0xab20e3faa061a1200000,Kyiv,UKR,0x76fa309b3f053e17c7b70,https://everstake.one/icon.json,inbox@everstake.one,0,0x1,14000.0,20174244,75022284,Everstake,hx3e9deb93255877805d8d81681b41bd2c14d65d0b,95.217.41.106:7100,0,9797802.327351559,0,60677025,60562170,https://everstake.one,8989670.93535156,808131.392,main,14
