address,bonded,city,country,delegated,details,email,grade,hasPublicKey,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1fe01206daa8468ae99509,https://cdn.icon.foundation/details/details.json,hello@icon.foundation,0,0x1,14000.0,19566264,71924907,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,40000000.0,0,61298015,61125311,https://icon.foundation,38534843.03550176,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0x152d0fca8c93636dc0000,San Francisco,USA,0x1a669bfd85c0b431b1a79b,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,0x1,14000.0,19378303,71853088,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,32000300.0,0,61389731,61273344,https://lydialabs.xyz,31916630.20478383,1600015.0,main,2
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0xfe1c215e8f838e000000,Singapore,SGP,0x11ff8a68be82071a8ee97f,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,0x1,14000.0,20252122,71939211,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,22958495.58487562,0,58205178,58137149,https://twitter.com/icondao,21758495.58487562,1200000.0,main,3
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xe8ef1e96ae3897800000,Seoul,KOR,0x12cd29c753412d01bd561a,https://static-data.parametacorp.com/details.json,hello@parametacorp.com,0,0x1,0.0,55909916,71934966,PARAMETA,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,22000000.0,0,15918757,15873262,https://parametacorp.com,22729520.561453924,1100000.0,main,4
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0xe4f49b72dab88bb39c83c,https://grow3.io/prep/details.json,support@grow3.io,0,0x1,10000.0,37596324,71935362,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,18308422.599163577,0,32521398,32483380,https://grow3.io,17299388.238463577,1009034.3607,main,5
hxca60d4371ad90d624dc7119f81009d799c168aa1,0xc4db12dfb5b651910000,Sydney,AUS,0xe1ded5154f751d46997b5,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,0x1,11200.0,27228224,71938854,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,17995912.869134445,0,19225694,19143944,https://www.devshack.team,17066287.841534443,929625.0276,main,6
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0xb84550a1a91463b0c000,Sydney,AUS,0x1438714eb35e2e9d17b296,https://iconosphere.io/details.json,prep@iconosphere.io,0,0x1,13998.0,19955991,71938747,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,17403881.366,0,56916460,56813534,https://iconosphere.io,24445059.068393525,870194.0683,main,7
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0xcf6866f53c41746e94a99,https://binance.com/json,poolvip@binance.com,0,0x1,0.0,44121916,71924907,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,16671291.885838326,0,27124251,27107360,https://binance.com,15671291.875838326,1000000.01,main,8
hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,0xa52be27d76e24f800000,Singapore,SGP,0xce4a1c0a012185fff582e,https://techiast.com/json,contact@techiast.com,0,0x1,0.0,67872918,71938748,Techiast,hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,185.194.101.191:7100,0,15600000.0,0,3420269,3379916,https://techiast.com,15586793.199379643,780000.0,main,9
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xb5a852c1d3fe9fad52e00,https://gangstabet.io/details.json,hodl@gangstabet.io,0,0x1,10000.0,41610399,71936963,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,14569420.740848178,0,28380145,28324592,https://gangstabet.io/,13725653.594948178,843767.1459,main,10
