address,bonded,city,country,delegated,details,email,grade,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x2023fb1c44f490a2b7012b,https://icon.foundation/prep/details.json,hello@icon.foundation,0,14000.0,19566264,62128881,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,40000000.0,0,51505702,51345642,https://icon.foundation,38855541.2243529,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0xfee025c1cac56be70000,San Francisco,USA,0x18f8f25f988d30bb03732e,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,14000.0,19378303,62104994,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,24072317.56,0,51597418,51490694,https://lydialabs.xyz,30189837.55897948,1203615.878,main,2
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0x101034a26a5aeb560bad03,https://grow3.io/prep/details.json,support@grow3.io,0,10000.0,37596324,62144838,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,20180687.214,0,22729085,22706064,https://grow3.io,19419341.91151836,1009034.3607,main,3
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0x109e22e7c4602e322ef496,https://binance.com/json,poolvip@binance.com,0,0.0,44121916,62023264,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,20000000.2,0,17331938,17319669,https://binance.com,20089590.908005048,1000000.01,main,4
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xd9fee97ff48373ecee07f,https://gangstabet.io/details.json,hodl@gangstabet.io,0,10000.0,41610399,62144719,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,16875342.918,0,18587832,18540182,https://gangstabet.io/,16471293.203408217,843767.1459,main,5
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xd3c21bcecceda1000000,Seoul,KOR,0xc3d302c08492743e552b6,https://static-data.iconloop.com/details.json,hello@iconloop.com,0,0.0,55909916,62137512,ICONLOOP,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,15796062.807412507,0,6126444,6120167,https://www.iconloop.com,14796062.807412507,1000000.0,main,6
hx28c08b299995a88756af64374e13db2240bc3142,0x96592d57f2c76fc00000,Dunedin,NZL,0xa9e3b79e0f4e441fc18d0,https://parrot9.com/PARROT9.json,hello@parrot9.com,0,14000.0,19769751,62130695,PARROT9,hx28c08b299995a88756af64374e13db2240bc3142,155.138.134.222:7100,0,13546489.24062858,0,39259058,39187251,https://parrot9.com,12836489.24062858,710000.0,main,7
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0x88dd22d102b3be784000,Singapore,SGP,0x14d0af7415e9e9a4061400,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,14000.0,20252122,62146900,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,12926421.618,0,48549449,48506168,https://twitter.com/icondao,25164005.16579144,646321.0809,main,8
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0x7e88bc8a54bdd44f8000,Sydney,AUS,0x12473103a3ffe4fedab655,https://iconosphere.io/details.json,prep@iconosphere.io,0,13998.0,19955991,62142308,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,11950810.396,0,47124147,47030171,https://iconosphere.io,22096856.926141243,597540.5198,main,9
hxca60d4371ad90d624dc7119f81009d799c168aa1,0x7e065f33f32175798000,Sydney,AUS,0x90f56cf66c6ef86407db4,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,11200.0,27228224,62146883,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,11547904.956016192,0,9454305,9408840,https://www.devshack.team,10952769.238616193,595135.7174,main,10
