address,bonded,city,country,delegated,details,email,grade,hasPublicKey,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f5d4ae72ca11d53c9f7ff,https://cdn.icon.foundation/details/details.json,hello@icon.foundation,0,0x1,14000.0,19566264,72592058,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,39917262.207888104,0,61987755,61814287,https://icon.foundation,37917262.207888104,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0x152d0fca8c93636dc0000,San Francisco,USA,0x1a5ef7151784971205cfab,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,0x1,14000.0,19378303,72505882,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,32000300.0,0,62079471,61962752,https://lydialabs.xyz,31880531.624985494,1600015.0,main,2
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0xed2b525841adfc000000,Singapore,SGP,0x12111e4fd8dbc24329ff6b,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,0x1,14000.0,20252122,72628045,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,22400000.0,0,58777413,58680729,https://twitter.com/icondao,21841504.13918447,1120000.0,main,3
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xe8ef1e96ae3897800000,Seoul,KOR,0x12c85cc886460535f17b20,https://static-data.parametacorp.com/details.json,hello@parametacorp.com,0,0x1,0.0,55909916,72624060,PARAMETA,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,22000000.0,0,16608497,16560984,https://parametacorp.com,22706849.59940548,1100000.0,main,4
hxca60d4371ad90d624dc7119f81009d799c168aa1,0xbfde0137875909d3c000,Sydney,AUS,0xebddefafb5e50ebabcf2f,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,0x1,11200.0,27228224,72609334,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,18121345.262,0,19915434,19832753,https://www.devshack.team,17821602.002203964,906067.2631,main,5
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0xb8e51bb755a014c00000,Sydney,AUS,0x142dfaed34df326bdf4d58,https://iconosphere.io/details.json,prep@iconosphere.io,0,0x1,13998.0,19955991,72628489,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,17462834.688,0,57606200,57502377,https://iconosphere.io,24395651.662572037,873141.7344,main,6
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0xd9607d4517a7bcf60ff23,https://grow3.io/prep/details.json,support@grow3.io,0,0x1,10000.0,37596324,72609334,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,17433569.414473224,0,33211138,33172058,https://grow3.io,16424535.053773222,1009034.3607,main,7
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0xcf7a19ac07263a44f400a,https://binance.com/json,poolvip@binance.com,0,0x1,0.0,44121916,72616446,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,16676515.44347867,0,27813991,27795966,https://binance.com,15676515.43347867,1000000.01,main,8
hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,0xa52be27d76e24f800000,Singapore,SGP,0xcd80f64c1cf0e521955b4,https://techiast.com/json,contact@techiast.com,0,0x1,0.0,67872918,72628489,Techiast,hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,185.194.101.191:7100,0,15600000.0,0,4042932,3970445,https://techiast.com,15527424.957148233,780000.0,main,9
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xb30d319d0fdf0f589f379,https://gangstabet.io/details.json,hodl@gangstabet.io,0,0x1,10000.0,41610399,72609334,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,14372518.876104074,0,29069885,29012960,https://gangstabet.io/,13528751.730204074,843767.1459,main,10
