address,bonded,city,country,delegated,details,email,grade,hasPublicKey,irep,irepUpdateBlockHeight,lastHeight,name,nodeAddress,p2pEndpoint,penalty,power,status,totalBlocks,validatedBlocks,website,delegation,bond,prep_type,rank
hx0b047c751658f7ce1b2595da34d57a0e7dad357d,0x1a784379d99db42000000,Zug,CHE,0x1f3480811972209fed4ebb,https://cdn.icon.foundation/details/details.json,hello@icon.foundation,0,0x1,14000.0,19566264,73262974,ICON Foundation,hx9c63f73d3c564a54d0eed84f90718b1ebed16f09,18.176.121.232:7100,0,39724633.95099615,0,62634668,62460852,https://icon.foundation,37724633.95099615,2000000.0,main,1
hxfba37e91ccc13ec1dab115811f73e429cde44d48,0x152d0fca8c93636dc0000,San Francisco,USA,0x1a5110e5c0837bb4835dfc,https://lydialabs.xyz/details.json,hi@lydialabs.xyz,0,0x1,14000.0,19378303,73274973,Lydia Labs,hx81719dcfe8f58ca07044b7bede49cecd61f9bd3f,18.118.232.28:7100,0,32000300.0,0,62726384,62609616,https://lydialabs.xyz,31814894.698374778,1600015.0,main,2
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,0xf029a26227e5ce8a490e,Singapore,SGP,0x1203c6e18e39383c7d9249,https://icondao.s3-ap-southeast-1.amazonaws.com/icondao.json,icondao@canfoundation.io,0,0x1,14000.0,20252122,73275749,ICON DAO,hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,18.140.186.29:7100,0,22682719.467087734,0,59378187,59276842,https://twitter.com/icondao,21778500.560829546,1134135.9733543869,main,3
hxe44c986d1c6013c8cafc35edcbd6937985641fce,0xe8ef1e96ae3897800000,Seoul,KOR,0x12c9d4087cd203c3aa7b63,https://static-data.parametacorp.com/details.json,hello@parametacorp.com,0,0x1,0.0,55909916,73239074,PARAMETA,hx6602c91a04cf9ffef1ac887445c522d6847cf3f7,52.79.77.39:7100,0,22000000.0,0,17255410,17207559,https://parametacorp.com,22713771.737458315,1100000.0,main,4
hxca60d4371ad90d624dc7119f81009d799c168aa1,0xbfea411d8a7b7a670000,Sydney,AUS,0xeb310c44b1bcc896c6ae6,https://devshack-prep-storage.s3-ap-southeast-2.amazonaws.com/json/devshack.json,icon@devshack.team,0,0x1,11200.0,27228224,73232237,FRĀMD,hxca60d4371ad90d624dc7119f81009d799c168aa1,104.197.141.179:7100,0,18125864.568,0,20562347,20479645,https://www.devshack.team,17770574.367373273,906293.2284,main,5
hxf680ae11372c48afebbce77c9d8de455e1acc18a,0xd5abdcbfa37bda63c000,Singapore,SGP,0xdc12b2cadbb94f2c891f8,https://grow3.io/prep/details.json,support@grow3.io,0,0x1,10000.0,37596324,73258474,GROW,hx4e39d214d1e682f2acba7a08c4f7591fb5baaade,18.142.22.234:7100,0,17637283.17631475,0,33858051,33818692,https://grow3.io,16628248.815614747,1009034.3607,main,6
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,0xb8e51bb755a014c00000,Sydney,AUS,0x142a62765d081096d7abaf,https://iconosphere.io/details.json,prep@iconosphere.io,0,0x1,13998.0,19955991,73275404,ICONOsphere,hx95248f3757afcb50efa99f529183ba401a82273c,52.36.75.189:7100,0,17462834.688,0,58253113,58149210,https://iconosphere.io,24378672.09447447,873141.7344,main,7
hx1b5c004de7b8591cb571f004fdfa00d74d1099e6,0xd3c21bf253e010c10000,George Town,CYM,0xce1987767ef10590f2eef,https://binance.com/json,poolvip@binance.com,0,0x1,0.0,44121916,73274973,Binance Node,hx863b7ba01fded0c7139788df152662ae881b8be3,3.215.75.154:7100,0,16572454.81322889,0,28460904,28442857,https://binance.com,15572454.80322889,1000000.01,main,8
hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,0xafc263e16787cac00000,Singapore,SGP,0xcd4ef268c527a539dd8b6,https://techiast.com/json,contact@techiast.com,0,0x1,0.0,67872918,73274996,Techiast,hxdc4b3fb5b47d6c14c7f9a0bac8eea9f3f48d3288,185.194.101.191:7100,0,16342663.079263287,0,4602082,4521738,https://techiast.com,15512663.079263287,830000.0,main,9
hx3c58970034d5a923aa95058365450feed28979a2,0xb2acb568f61d8636c000,Sydney,AUS,0xb0b3d8b1ffdc267cf74b2,https://gangstabet.io/details.json,hodl@gangstabet.io,0,0x1,10000.0,41610399,73189191,GangstaVerse,hxed7175f73f63ce8dfeede1db8c4b66179eb7a857,44.237.21.74:7100,0,14195032.46937129,0,29716798,29659863,https://gangstabet.io/,13351265.323471291,843767.1459,main,10
